2026-07-23 08:19:32,960 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:46:02,995 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:46:38,084 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:47:13,160 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:54:16,317 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:16,835 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:17,640 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:18,846 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:20,554 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:23,166 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:26,987 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:54:32,128 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@10.122.141:8554/jabileye-stream
2026-07-23 10:55:19,257 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:55:49,829 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:56:20,734 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:56:51,982 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:57:23,715 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:57:56,354 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 10:58:30,339 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:16:53,387 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:19:22,288 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:19:53,182 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:20:24,491 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:20:56,233 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:21:28,889 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:22:02,784 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:22:37,880 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:23:12,951 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:23:48,076 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 11:24:23,127 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 12:09:05,436 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 12:09:06,279 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 12:09:07,514 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 12:27:57,672 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:28:00,876 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:28:04,390 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:28:08,303 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:28:21,788 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:29:23,910 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:29:27,102 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:33:28,240 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:33:31,428 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:33:34,923 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:33:38,843 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:33:52,318 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:42:35,547 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:42:38,771 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:42:42,256 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:42:46,148 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:42:59,629 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:43:04,938 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:43:11,440 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:43:28,228 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:44:27,146 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:44:30,347 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:44:33,850 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:44:37,761 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:58:21,786 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:58:24,989 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:58:28,492 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 12:58:32,407 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc0:8554/jabileye-stream
2026-07-23 13:16:21,247 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:08,995 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:12,224 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:15,746 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:19,660 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:33,129 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:38,450 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:21:44,972 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:22:01,785 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:22:09,529 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:22:26,336 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:22:34,097 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:22:50,896 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:22:58,658 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:03,802 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:08,981 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:14,041 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:19,097 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:24,250 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:29,355 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:34,863 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:39,950 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:45,020 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:50,112 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:23:55,247 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:00,363 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:05,443 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:10,530 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:15,667 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:20,844 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
2026-07-23 14:24:26,067 | WARNING | sas.recognition | RTSP open failed for rtsp://admin:penAteam@jbleyepoc035:8554/jabileye-stream
