======================================================================
SAS AUDIT LOG - 2026-07-17
======================================================================
One row records one SAS action. Passwords and secret values are never written to this file.

TIME     | ACTOR                | ACTION                       | DETAILS
14:31:43 | ADMIN                | FACE DATA IMPORTED FROM SERVER | Server path: \\mypenm0vdspc16\internship\Gary LIm\SAS_finaltest · ZIP file: SAS_face_dataset_20260717_142954.zip · Imported users: No new users
14:32:15 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:32:18 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:34:51 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:35:16 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:35:21 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:49:36 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
14:49:36 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:49:39 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:49:43 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 90 · Admin: LOCAL_RTSP · Method: Settings
14:49:44 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:49:50 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:49:51 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 180 · Admin: LOCAL_RTSP · Method: Settings
14:49:52 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:50:08 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:50:10 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 0 · Admin: LOCAL_RTSP · Method: Settings
14:50:27 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:51:01 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:51:03 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 180 · Admin: LOCAL_RTSP · Method: Settings
14:51:05 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:52:10 | 4372447              | UNLOCKED                     | Method: FACE_RECOGNITION_WEBSOCKET · Confidence: 80.04% · Pi host: JBLEYEPOC035 · Event Id: 74915c4e-8bd0-48d1-9918-982e55c9ac05
14:52:17 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:52:24 | 4372447              | UNLOCKED                     | Method: FACE_RECOGNITION_WEBSOCKET · Confidence: 80.0% · Pi host: JBLEYEPOC035 · Event Id: f70bfec4-8b6d-427a-aaa8-fa8d2637a77f
14:52:35 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:55:20 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:55:32 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:55:36 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:58:59 | ADMIN                | PI DISCONNECTED              | Pi host: jbleyepoc035 · Result: Manual disconnect
14:59:00 | ADMIN                | PI CONNECTED                 | Requested host: jbleyepoc035 · Pi host: MYPENNBLOAN0457 · API port: 5000 · Oneconnect: Normal connect
14:59:02 | ADMIN                | PI DISCONNECTED              | Pi host: jbleyepoc035 · Result: Manual disconnect
14:59:03 | ADMIN                | PI CONNECTED                 | Requested host: jbleyepoc035 · Pi host: MYPENNBLOAN0457 · API port: 5000 · Oneconnect: Normal connect
14:59:05 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:59:35 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:59:36 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
14:59:53 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:04:56 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
15:04:57 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:05:17 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:05:19 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 180 · Admin: LOCAL_RTSP · Method: Settings
15:05:20 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:05:29 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:05:31 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 90 · Admin: LOCAL_RTSP · Method: Settings
15:05:32 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:05:43 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:05:44 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 0 · Admin: LOCAL_RTSP · Method: Settings
15:05:45 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:06:24 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:06:37 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:06:42 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:06:46 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:06:51 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:06:56 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:07:02 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:07:04 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:16:27 | NOT_AUTHENTICATED    | UNLOCKED                     | Method: Emergency Hotkey · Workstation user: 4372447 · Access: Desktop only · Confidence: —
15:16:27 | NOT_AUTHENTICATED    | UNLOCKED                     | Method: Emergency Hotkey · Workstation user: 4372447 · Access: Desktop only · Confidence: —
16:27:17 | ADMIN                | LOGIN SUCCESS                | Role: Admin Â· Method: Built-in Local Admin
16:27:18 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:27:24 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:31:35 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:31:47 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
