======================================================================
SAS AUDIT LOG - 2026-07-09
======================================================================
One row records one SAS action. Passwords and secret values are never written to this file.

TIME     | ACTOR                | ACTION                       | DETAILS
15:59:05 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACE1111 · Result: Manual disconnect
15:59:21 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:59:22 | ADMIN                | PI CONNECTION FAILED         | Requested host: JEFACE1112538 · Result: Failed
15:59:30 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE1111 → JEFACE1112538 · Inactivity lock: 30:00 · Disabled while locked: Keyboard, Mouse · Auto capture: Enabled · Camera rotation: 270°
15:59:32 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:59:57 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE1112538 · Inactivity lock: 30:00 · Disabled while locked: Keyboard, Mouse → Keyboard · Auto capture: Enabled · Camera rotation: 90°
15:59:59 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:00:16 | ADMIN                | PI CONNECTED                 | Pi host: JEFACE1111 · API port: 5000 · Oneconnect: Normal connect
16:00:26 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE1112538 → JEFACE1111 · Inactivity lock: 30:00 · Disabled while locked: Keyboard · Auto capture: Enabled · Camera rotation: 270°
16:00:26 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:00:31 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:00:33 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 0 · Admin: PI · Method: Settings
16:00:34 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:00:39 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:00:41 | ADMIN                | CAMERA ROTATION CHANGED      | Rotation: 180 · Admin: PI · Method: Settings
16:00:43 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:00:53 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:00:55 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:00:59 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:02:30 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:02:36 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:02:39 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:02:41 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:02:45 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:12:25 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
16:12:26 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:12:28 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:12:33 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:12:39 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:12:45 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE1111 · Inactivity lock: 30:00 · Disabled while locked: Keyboard → Keyboard, Mouse · Auto capture: Enabled · Camera rotation: 180°
16:13:43 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE1111 · Inactivity lock: 30:00 · Disabled while locked: Keyboard, Mouse → Keyboard · Auto capture: Enabled · Camera rotation: 180°
16:13:43 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:13:46 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:13:47 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACE1111 · Result: Manual disconnect
16:14:03 | ADMIN                | PI CONNECTION FAILED         | Requested host: JEFACE111136553 · Result: Failed
16:14:04 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:14:10 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE1111 → JEFACE111136553 · Inactivity lock: 30:00 · Disabled while locked: Keyboard · Auto capture: Enabled · Camera rotation: 180°
16:14:14 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:14:20 | ADMIN                | PI CONNECTED                 | Pi host: JEFACE1111 · API port: 5000 · Oneconnect: Normal connect
16:17:00 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
16:17:01 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:17:09 | ADMIN                | PI CONNECTED                 | Pi host: JEFACE1111 · API port: 5000 · Oneconnect: Normal connect
16:17:48 | ADMIN                | SETTINGS SAVED               | Server path: //mypenm0vdspc16/internship/Gary LIm/SAS_finaltest · Pi host: JEFACE111136553 → JEFACE1111 · Inactivity lock: 30:00 · Disabled while locked: Keyboard · Auto capture: Enabled · Camera rotation: 180°
16:17:48 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:17:52 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:17:56 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACE1111 · Result: Manual disconnect
16:17:56 | ADMIN                | PI CONNECTED                 | Pi host: JEFACE1111 · API port: 5000 · Oneconnect: Normal connect
16:17:59 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACE1111 · Result: Manual disconnect
16:17:59 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACE1111 · Result: Manual disconnect
16:17:59 | ADMIN                | PI CONNECTED                 | Pi host: JEFACE1111 · API port: 5000 · Oneconnect: Normal connect
16:18:02 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACE1111 · Result: Manual disconnect
16:18:08 | ADMIN                | PI CONNECTION FAILED         | Requested host: JEFACE111197428934 · Result: Failed
16:18:10 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:18:14 | ADMIN                | PI CONNECTION FAILED         | Requested host: JEFACE111197428934 · Result: Failed
16:18:15 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:18:20 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
16:18:22 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
16:18:49 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:24:05 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:24:12 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:25:25 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:25:32 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:25:47 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:25:50 | ADMIN                | LOGOUT                       | —
17:25:58 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:25:58 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:26:23 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:26:28 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:26:48 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:26:53 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:42:30 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:45:11 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:45:11 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:45:27 | ADMIN                | LOGOUT                       | —
17:45:37 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:45:38 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:45:42 | ADMIN                | LOGOUT                       | —
17:46:00 | 4372447              | LOGIN FAILED                 | Method: Active Directory · Result: Failed
17:49:08 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:49:09 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:49:51 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:52:37 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
17:52:45 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:52:52 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
17:52:57 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
19:56:37 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
19:56:49 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
19:57:43 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
19:57:46 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
19:58:06 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
19:58:13 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
19:59:18 | 4372447              | LOGIN FAILED                 | Method: Active Directory · Result: Failed
19:59:30 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
19:59:30 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
