======================================================================
SAS AUDIT LOG - 2026-07-14
======================================================================
One row records one SAS action. Passwords and secret values are never written to this file.

TIME     | ACTOR                | ACTION                       | DETAILS
13:49:11 | 4372447              | RESTRICTED PAGE OPENED       | Page: Face Recognition
13:49:11 | 4372447              | RESTRICTED PAGE OPENED       | Page: Face Recognition
13:49:13 | 4372447              | RESTRICTED PAGE OPENED       | Page: Settings
13:49:16 | 4372447              | PI DISCONNECTED              | Pi host: JEFACESERVICE · Result: Manual disconnect
13:49:23 | 4372447              | PI CONNECTED                 | Pi host: JEFACEDESKTOP · API port: 5000 · Oneconnect: Normal connect
13:49:27 | 4372447              | SETTINGS SAVED               | Server path: \\mypenm0vdspc16\internship\Gary LIm\SAS_finaltest · Pi host: JEFACESERVICE → JEFACEDESKTOP · Inactivity lock: 05:00 · Disabled while locked: Keyboard · Auto capture: Enabled · Camera rotation: 0°
13:49:27 | 4372447              | RESTRICTED PAGE OPENED       | Page: Face Recognition
13:49:30 | 4372447              | RESTRICTED PAGE OPENED       | Page: Settings
14:31:37 | 4372447              | RESTRICTED PAGE OPENED       | Page: Settings
14:39:27 | NOT_AUTHENTICATED    | UNLOCKED                     | Method: Emergency Hotkey · Workstation user: 4372447 · Access: Desktop only · Confidence: —
14:39:28 | NOT_AUTHENTICATED    | UNLOCKED                     | Method: Emergency Hotkey · Workstation user: 4372447 · Access: Desktop only · Confidence: —
14:57:47 | NOT_AUTHENTICATED    | UNLOCKED                     | Method: Emergency Hotkey · Workstation user: 4372447 · Access: Desktop only · Confidence: —
14:57:47 | NOT_AUTHENTICATED    | UNLOCKED                     | Method: Emergency Hotkey · Workstation user: 4372447 · Access: Desktop only · Confidence: —
14:58:06 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
14:58:07 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
14:58:11 | ADMIN                | PI DISCONNECTED              | Pi host: JEFACEDESKTOP · Result: Manual disconnect
14:58:32 | ADMIN                | PI CONNECTION FAILED         | Requested host: MYPENRPIEYE200 · Result: Failed
14:58:45 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:00:13 | ADMIN                | SETTINGS SAVED               | Server path: \\mypenm0vdspc16\internship\Gary LIm\SAS_finaltest · Pi host: JEFACEDESKTOP → MYPENRPIEYE200 · Inactivity lock: 05:00 · Disabled while locked: Keyboard · Auto capture: Enabled · Camera rotation: 0°
15:00:13 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Face Recognition
15:01:43 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:09:44 | ADMIN                | LOGIN SUCCESS                | Role: Admin · Method: Built-in Local Admin
15:09:44 | ADMIN                | RESTRICTED PAGE OPENED       | Page: Settings
15:10:14 | ADMIN                | PI CONNECTED                 | Pi host: JEFACEDESKTOP · API port: 5000 · Oneconnect: Normal connect
